tool,map_name,generation_id,scenario_id,start_time,file_path,crit_MDBV,crit_min_TTC,crit_TET_total,crit_TET_max,func_completion_rate,func_route_stability,func_time_to_completion,func_total_planned_distance,func_actual_distance_traveled,func_max_progress_reached,func_dev_mean,func_dev_rmse,func_dev_mae,func_dev_max,func_dev_std,dyn_mean_speed,dyn_max_speed,dyn_mean_long_acc,dyn_p95_long_acc,dyn_max_long_acc,ev_collision,ev_red_light,ev_speeding,ev_stop_sign,total_failures,is_critical
ScenarioFuzzLLM,Town03,5,3,2025-09-23_11-02-06,logs/enriched/tool1/2025-09-23_11-09-43/log/5_3_log_basic.json,2.9983701203156996,0.8327884826398392,7.08,1.28,100.0,95.52235200612401,97.32,212.63975890868298,208.0442269266552,212.63975890868298,0.22904956733627316,0.4847707190782112,0.22904956733627316,3.5554533958413828,0.42724576742042975,2.0761125784019794,7.503763899537352,0.7241604366906585,3.5339407709974857,17.20977045306259,0,0,0,1,1,True
ScenarioFuzzLLM,Town03,2,0,2025-09-23_09-05-15,logs/enriched/tool1/2025-09-23_10-04-32/log/2_0_log_basic.json,0.0,0.0,1.52,0.64,19.50828696943145,96.75857300997562,,1255.9843258425244,244.38732657797325,245.02102657643863,0.16475624040799408,0.24788734423208042,0.16475624040799408,0.5395891111883,0.18521208566683003,4.146646700144077,7.5244232503229105,1.1367461606497913,4.54120379210794,11.694896505850672,1,0,0,0,1,True
ScenarioFuzzLLM,Town03,5,2,2025-09-23_09-57-15,logs/enriched/tool1/2025-09-23_10-04-32/log/5_2_log_basic.json,1.5525794396583648,0.2357677215229385,22.08,4.0,99.93281256843215,97.00612025030449,139.76,405.4342009404504,394.51868961606124,405.16180011414093,0.15198057055586703,0.3948666807375188,0.15198057055586703,3.0016891376429498,0.3644469806846789,2.719873445747028,7.537539614489598,0.7660819873806585,3.772293918402458,13.759260735109866,0,0,0,1,1,True
ScenarioFuzzLLM,Town03,3,4,2025-09-23_09-33-57,logs/enriched/tool1/2025-09-23_10-04-32/log/3_4_log_basic.json,1.5992836610597922,0.30006644068104793,2.04,0.48,100.0,93.68351636658953,37.8,183.34967562041305,180.4278014950216,183.34967562041305,0.32623965732981913,0.6203553284814878,0.32623965732981913,3.2486460641319304,0.5276442168362094,4.49741530064285,7.520190615935212,1.2783770609971827,4.904234847299759,16.38284643042658,0,0,0,1,1,True
ScenarioFuzzLLM,Town03,3,0,2025-09-23_09-18-03,logs/enriched/tool1/2025-09-23_10-04-32/log/3_0_log_basic.json,0.6564483376473755,0.10953339873032424,14.96,5.88,100.0,97.3749230543064,131.88,430.58702662451685,426.4039012413041,430.58702662451685,0.13300735998584431,0.38487427364832544,0.13300735998584431,3.37137078500718,0.36116097339818165,3.169140147710862,7.5233350317528735,0.8521364413437121,4.29162992983485,12.588695272988206,0,0,0,1,1,True
ScenarioFuzzLLM,Town03,5,0,2025-09-23_09-51-55,logs/enriched/tool1/2025-09-23_10-04-32/log/5_0_log_basic.json,1.6806750005078193,0.17206274945027097,5.76,1.24,100.0,94.82875716046047,38.68,183.34967562041305,179.46207072524237,183.34967562041305,0.26548738576302044,0.6075853256514118,0.26548738576302044,3.294443347517145,0.5465129238615032,4.374623533529257,7.514896503612009,1.594360470016724,6.0705094749061175,14.95422973374998,0,0,0,1,1,True
ScenarioFuzzLLM,Town03,2,1,2025-09-23_09-07-10,logs/enriched/tool1/2025-09-23_10-04-32/log/2_1_log_basic.json,1.5457904103861917,0.22434062059498072,5.52,3.04,100.0,94.0836570036591,35.6,183.34967562041305,179.4994713701852,183.34967562041305,0.30492915690438815,0.6492069005643976,0.30492915690438815,3.353857271858784,0.5731385600446115,4.730259598424762,7.514996386559344,1.3579178070117814,5.920675149721192,18.95269334470284,0,0,0,1,1,True
ScenarioFuzzLLM,Town03,2,2,2025-09-23_09-08-40,logs/enriched/tool1/2025-09-23_10-04-32/log/2_2_log_basic.json,1.41264201553534,0.13430297423763238,27.32,4.16,100.0,97.38947635121373,131.8,430.58702662451685,426.25090280667683,430.58702662451685,0.13226013426190047,0.37813461245946334,0.13226013426190047,3.2474320762719553,0.3542499711007646,3.1716864458669787,7.551142728090895,0.8628314557455421,4.293221660875666,12.348705629373049,0,0,0,1,1,True
ScenarioFuzzLLM,Town03,4,1,2025-09-23_09-38-56,logs/enriched/tool1/2025-09-23_10-04-32/log/4_1_log_basic.json,0.0,0.0,14.6,3.8,64.71671277943636,96.99642037563252,,430.58702662451685,272.9970241476427,278.6617692861037,0.15248055754824105,0.3404962171659335,0.15248055754824105,2.134945926842766,0.30444597792397926,3.2094809776417477,7.530801466643507,0.9818158599653337,4.142401040408824,10.41003590127395,1,0,0,1,2,True
ScenarioFuzzLLM,Town03,1,4,2025-09-23_08-58-17,logs/enriched/tool1/2025-09-23_10-04-32/log/1_4_log_basic.json,0.0,0.0,29.12,3.36,99.16687719213316,96.89724953656733,,1255.9843258425244,1198.2223615777154,1245.5204339606978,0.15759526024884318,0.30438633095478396,0.15759526024884318,1.6273478301574684,0.2604126963479597,3.3663519525638335,7.543000519687109,1.036947842932289,3.6732786764751806,14.223256388960559,1,0,0,0,1,True
ScenarioFuzzLLM,Town03,4,3,2025-09-23_09-44-36,logs/enriched/tool1/2025-09-23_10-04-32/log/4_3_log_basic.json,0.0,0.0,32.76,5.56,48.07988329403101,98.34071810433633,,1255.9843258425244,601.7479998911822,603.8757980564079,0.08366010885032617,0.1925153555333466,0.08366010885032617,1.046807486975034,0.17338727837786258,3.8940359254718153,7.524025800062091,1.1019913957774368,4.5363402830788475,18.820996905021282,1,0,0,0,1,True
ScenarioFuzzLLM,Town03,1,1,2025-09-23_08-52-32,logs/enriched/tool1/2025-09-23_10-04-32/log/1_1_log_basic.json,0.0,0.0,13.48,3.88,65.39215518856533,97.03195191263163,,430.58702662451685,275.7160207304147,281.5701366721332,0.15064930282104666,0.36020854762418514,0.15064930282104666,2.156812313601468,0.3271925814272955,3.600619991136337,7.5172295016182655,0.7702955237490071,3.8687650185785727,77.19234891112714,1,0,0,1,2,True
ScenarioFuzzLLM,Town03,5,4,2025-09-23_10-01-55,logs/enriched/tool1/2025-09-23_10-04-32/log/5_4_log_basic.json,0.027543586160944097,0.027124105935806032,9.28,3.48,65.56738100228408,97.0247686794625,,430.58702662451685,276.4266955028337,282.32463629330334,0.15101946434652716,0.36143557067132714,0.15101946434652716,2.183317962140778,0.32837294823873037,3.597659791735038,7.5259325163065345,0.8614582343447666,4.021479747892513,64.76861180980522,1,0,0,1,2,True
ScenarioFuzzLLM,Town03,4,2,2025-09-23_09-41-13,logs/enriched/tool1/2025-09-23_10-04-32/log/4_2_log_basic.json,0.0,0.0,40.4,5.8,44.86502935232616,98.33595335577643,,1255.9843258425244,561.441360841671,563.4977364498644,0.08390237187651362,0.1945958430368424,0.08390237187651362,1.0559982049559395,0.17557885442363103,3.6028471765174666,7.52292369361806,1.1648880910945751,4.626321454744325,58.98101069694657,1,0,0,0,1,True
ScenarioFuzzLLM,Town03,3,2,2025-09-23_09-25-06,logs/enriched/tool1/2025-09-23_10-04-32/log/3_2_log_basic.json,0.0,0.0,40.64,3.64,99.1714483708616,97.08439199023582,,1255.9843258425244,1132.0216528626815,1245.577847249033,0.14794782607645424,0.3255149601751846,0.14794782607645424,1.6106847369768034,0.28995073729360177,3.8648179598157313,7.527127315251151,0.9060231143090337,4.040670745339088,72.27694906191427,1,0,0,1,2,True
ScenarioFuzzLLM,Town03,2,3,2025-09-23_09-12-15,logs/enriched/tool1/2025-09-23_10-04-32/log/2_3_log_basic.json,0.0,0.0,9.04,3.6,67.34009947296322,97.07150967544041,,430.58702662451685,284.43389027505236,289.9577320466243,0.14861132971985663,0.35460158800255515,0.14861132971985663,2.13186349673106,0.32195800796506047,3.6007172430604446,7.522377989040433,0.7625140182899632,3.830488938314355,37.93945778802817,1,0,0,1,2,True
ScenarioFuzzLLM,Town03,3,3,2025-09-23_09-30-46,logs/enriched/tool1/2025-09-23_10-04-32/log/3_3_log_basic.json,0.0,0.0,21.8,3.16,97.14055743491326,97.2957473540612,,405.4342009404504,382.951021455047,393.84104282533985,0.13707452143573298,0.3948241477093565,0.13707452143573298,3.0012938486964327,0.3702656926959133,2.781515977674344,7.537324926656671,0.7107069016885678,3.43440591050082,14.3210333851574,1,0,0,1,2,True
ScenarioFuzzLLM,Town03,2,4,2025-09-23_09-14-24,logs/enriched/tool1/2025-09-23_10-04-32/log/2_4_log_basic.json,1.5891904365052927,0.19576259091021003,16.2,3.68,99.82992835111885,97.68506060359914,132.0,430.58702662451685,422.0340053398462,429.8547201684682,0.11710774773237513,0.32256504446412604,0.11710774773237513,2.3010013222888563,0.3005561234298746,3.024553327132954,7.522884622935541,0.7632844824485024,3.8823055499770542,11.06371320840204,0,0,0,1,1,True
ScenarioFuzzLLM,Town03,1,2,2025-09-23_08-54-36,logs/enriched/tool1/2025-09-23_10-04-32/log/1_2_log_basic.json,0.0,0.0,12.24,3.4,22.3174682186295,97.34253008335995,,1255.9843258425244,279.62444068865295,280.30390275087336,0.13467094846870975,0.22372294336400578,0.13467094846870975,0.5103612998548361,0.17864963203430415,4.249157535400774,7.521875045492313,1.2255189510333517,5.167838428069307,15.854191347635282,1,0,0,0,1,True
ScenarioFuzzLLM,Town03,5,1,2025-09-23_09-53-35,logs/enriched/tool1/2025-09-23_10-04-32/log/5_1_log_basic.json,0.8475167426794107,0.2293259006313948,25.68,5.32,100.0,96.93041856152847,137.0,405.4342009404504,397.5627594574068,405.4342009404504,0.1558839965468975,0.44103961453638274,0.1558839965468975,3.1462071133350307,0.41257256478220644,2.839892433500105,7.536395820947835,0.7639310783366249,3.8566174727691767,15.937469514671754,0,0,0,1,1,True
ScenarioFuzzLLM,Town03,3,1,2025-09-23_09-21-35,logs/enriched/tool1/2025-09-23_10-04-32/log/3_1_log_basic.json,1.6235498142448157,0.24788338979351338,14.24,3.88,100.0,96.69890003985631,136.88,405.4342009404504,397.9655869322751,405.4342009404504,0.16784079284585493,0.44283001130723765,0.16784079284585493,3.2638924400169675,0.40979005255282014,2.845962113507665,7.537579405883563,0.8493651035122564,4.127511406703999,14.356489053488474,0,0,0,1,1,True
ScenarioFuzzLLM,Town03,1,0,2025-09-23_08-48-54,logs/enriched/tool1/2025-09-23_10-04-32/log/1_0_log_basic.json,2.7645729362778533,0.49364535322221453,17.08,3.24,100.0,96.88213301685467,137.08,405.4342009404504,397.77112608526215,405.4342009404504,0.15837534941747103,0.4434158177738388,0.15837534941747103,3.2527371519998307,0.4141676425663117,2.8418041299933186,7.509286243711848,0.8611034990345972,3.898764562713569,17.787906814849265,0,0,0,1,1,True
ScenarioFuzzLLM,Town03,1,3,2025-09-23_08-56-37,logs/enriched/tool1/2025-09-23_10-04-32/log/1_3_log_basic.json,1.0525788903442128,0.2029747823794296,4.96,2.2,100.0,94.57280470325823,34.04,183.34967562041305,179.50274840925238,183.34967562041305,0.27900113984676495,0.6491116492224985,0.27900113984676495,3.3296542102746938,0.5860923964022718,4.92675888091445,7.514996386559344,1.353464425397117,6.059419136678094,14.95422973374998,0,0,0,1,1,True
